ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA, LAT, LONG, DATE, COUNCIL
T20220004635,2022-02-28,19:30:00,1,Collision with vehicle,1,Monday,132,RIGHT REAR.,2,731414,2,0,0,1,2,3,2,2,T intersection,3,60,Local Road,144.261177,-36.708963,20220228,BENDIGO
T20220004549,2022-03-01,13:41:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,705842,1,0,0,2,0,2,1,5,Not at intersection,3,70,Local Road,144.325592,-36.71494,20220301,BENDIGO
T20220004493,2022-03-01,02:12:00,4,Collision with a fixed object,2,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,784582,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway,144.20022,-36.874311,20220301,BENDIGO
T20220004560,2022-03-01,12:35:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,263120,3,0,0,3,2,5,1,3,Y intersection,3,80,Local Road,144.224185,-36.764826,20220301,BENDIGO
T20220004506,2022-03-01,08:35:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,588708,2,0,1,0,4,5,1,1,Cross intersection,2,60,Arterial Highway,144.268133,-36.758367,20220301,BENDIGO
T20220004700,2022-03-03,10:35:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,44780,2,0,0,2,1,3,1,1,Cross intersection,3,60,Arterial Highway,144.700797,-36.914763,20220303,BENDIGO
T20220004707,2022-03-03,10:55:00,4,Collision with a fixed object,5,Thursday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,1,706067,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.112148,-36.815139,20220303,BENDIGO
T20220004711,2022-03-03,12:05:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59501,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,144.254607,-36.721558,20220303,BENDIGO
T20220004746,2022-03-03,15:26:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,705850,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,144.317032,-36.759486,20220303,BENDIGO
T20220004823,2022-03-04,09:20:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,59589,2,0,0,2,1,3,1,2,T intersection,3,60,Arterial Highway,144.25826,-36.742992,20220304,BENDIGO
T20220004849,2022-03-04,12:25:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,355448,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Highway,144.291828,-36.757281,20220304,BENDIGO
T20220004926,2022-03-05,10:35:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,241962,1,0,1,0,1,2,1,5,Not at intersection,2,60,,144.249808,-36.768651,20220305,BENDIGO
T20220005016,2022-03-05,18:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59498,2,0,0,2,2,4,1,1,Cross intersection,3,50,Local Road,144.252311,-36.720395,20220305,BENDIGO
T20220007702,2022-03-06,14:14:00,1,Collision with vehicle,0,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59464,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,144.322687,-36.696551,20220306,BENDIGO
T20220005030,2022-03-06,13:50:00,1,Collision with vehicle,0,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,706118,2,0,1,0,2,3,1,5,Not at intersection,2,80,Arterial Highway,144.241861,-36.804315,20220306,BENDIGO
T20220007004,2022-03-06,13:15:00,6,Vehicle overturned (no collision),0,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,708150,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,144.370744,-36.701012,20220306,BENDIGO
T20220005042,2022-03-06,15:20:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,51916,2,0,0,1,1,2,1,1,Cross intersection,3,70,Arterial Highway,144.316158,-36.705155,20220306,BENDIGO
T20220005149,2022-03-07,17:40:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,706779,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.544671,-36.61969,20220307,BENDIGO
T20220005367,2022-03-09,19:55:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,706262,2,1,0,1,0,2,1,1,Cross intersection,1,100,Arterial Other,144.151268,-36.80863,20220309,BENDIGO
T20220007535,2022-03-09,06:45:00,3,Struck animal,3,Wednesday,167,STRUCK ANIMAL,5,786924,1,0,0,1,0,1,2,5,Not at intersection,3,100,,144.215541,-36.663028,20220309,BENDIGO
T20220005549,2022-03-11,18:00:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,709241,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road,144.353904,-36.83844,20220311,BENDIGO
T20220005635,2022-03-12,14:48:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,706956,2,0,0,2,2,4,1,1,Cross intersection,3,60,Arterial Highway,144.313162,-36.759263,20220312,BENDIGO
T20220005693,2022-03-14,22:42:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,4,710529,1,0,0,1,0,1,1,5,Not at intersection,3,80,,144.208643,-36.820506,20220314,BENDIGO
T20220005819,2022-03-15,10:00:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,710072,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Highway,144.220147,-36.754003,20220315,BENDIGO
T20220005833,2022-03-15,08:50:00,1,Collision with vehicle,3,Tuesday,132,RIGHT REAR.,1,706958,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,144.339231,-36.768687,20220315,BENDIGO
T20220006922,2022-03-16,07:13:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),5,708064,4,0,0,1,3,4,1,5,Not at intersection,3,100,Arterial Other,144.066269,-36.828276,20220316,BENDIGO
T20220005911,2022-03-16,08:00:00,1,Collision with vehicle,4,Wednesday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY),1,55743,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,144.265481,-36.785555,20220316,BENDIGO
T20220006249,2022-03-18,09:00:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,49318,2,0,0,1,1,2,2,4,Multiple intersection,3,60,Arterial Highway,144.287376,-36.758373,20220318,BENDIGO
T20220006218,2022-03-19,20:20:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,708495,1,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,144.280397,-36.763218,20220319,BENDIGO
T20220009396,2022-03-21,17:30:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,2,711134,1,0,1,0,1,2,2,5,Not at intersection,2,50,Arterial Highway,144.279098,-36.759314,20220321,BENDIGO
T20220006495,2022-03-22,16:23:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,711838,2,0,0,1,1,2,1,5,Not at intersection,3,60,,144.502201,-36.616054,20220322,BENDIGO
T20220009987,2022-03-22,10:15:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,711632,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,144.290876,-36.749616,20220322,BENDIGO
T20220006472,2022-03-23,08:30:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,51916,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,144.316158,-36.705155,20220323,BENDIGO
T20220006648,2022-03-24,23:05:00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,720758,1,1,0,2,0,3,1,5,Not at intersection,1,999,,144.310633,-36.700463,20220324,BENDIGO
T20220006768,2022-03-26,10:15:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,707911,2,1,0,0,1,2,1,5,Not at intersection,1,100,Arterial Other,144.199516,-36.599123,20220326,BENDIGO
T20220006961,2022-03-28,16:34:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,708703,4,0,0,1,3,4,1,4,Multiple intersection,3,60,Arterial Other,144.28734,-36.758451,20220328,BENDIGO
T20220006928,2022-03-28,11:11:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,708065,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.260286,-36.644259,20220328,BENDIGO
T20220014929,2022-03-28,16:00:00,6,Vehicle overturned (no collision),2,Monday,170,OFF CARRIAGEWAY TO LEFT,1,720255,1,0,0,1,0,1,2,5,Not at intersection,3,50,Arterial Highway,144.250908,-36.71765,20220328,BENDIGO
T20220007087,2022-03-30,10:10:00,8,No collision and no object struck,4,Wednesday,172,OFF CARRIAGEWAY TO RIGHT,1,709555,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.277655,-36.735201,20220330,BENDIGO
T20220007385,2022-04-02,13:10:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,329788,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road,144.285248,-36.751453,20220402,BENDIGO
T20220007523,2022-04-04,13:10:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,51675,2,0,2,0,1,3,1,2,T intersection,2,100,Arterial Highway,144.134859,-36.769845,20220404,BENDIGO
T20220007726,2022-04-06,15:47:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51627,2,0,1,0,5,6,1,1,Cross intersection,2,60,Arterial Highway,144.273591,-36.761102,20220406,BENDIGO
T20220007811,2022-04-07,14:50:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19424,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Other,144.274233,-36.743566,20220407,BENDIGO
T20220007934,2022-04-09,01:55:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,713463,2,0,1,1,0,2,1,5,Not at intersection,2,60,Arterial Highway,144.258216,-36.772894,20220409,BENDIGO
T20220008086,2022-04-11,12:12:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,709309,1,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.291755,-36.757287,20220411,BENDIGO
T20220008231,2022-04-12,18:15:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,713679,3,0,0,1,2,3,1,5,Not at intersection,3,60,Local Road,144.292159,-36.768958,20220412,BENDIGO
T20220010990,2022-04-15,08:14:00,3,Struck animal,5,Friday,167,STRUCK ANIMAL,1,780085,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway,144.521519,-36.609887,20220415,BENDIGO
T20220008634,2022-04-17,19:20:00,2,Struck Pedestrian,1,Sunday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,3,59812,1,0,0,1,1,2,1,2,T intersection,3,50,Local Road,144.314105,-36.776347,20220417,BENDIGO
T20220008628,2022-04-17,15:55:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,709897,2,0,1,0,3,4,1,5,Not at intersection,2,100,Local Road,144.434395,-36.779855,20220417,BENDIGO
T20220012308,2022-04-17,18:45:00,4,Collision with a fixed object,1,Sunday,194,PARKED CAR RUN AWAY,2,714100,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,144.234449,-36.776271,20220417,BENDIGO
T20220008804,2022-04-19,16:47:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,712483,2,0,0,2,0,2,1,2,T intersection,3,60,Arterial Other,144.281625,-36.74885,20220419,BENDIGO
T20220008895,2022-04-20,23:40:00,4,Collision with a fixed object,3,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,51608,1,0,1,0,0,1,1,1,Cross intersection,2,50,Local Road,144.283291,-36.757809,20220420,BENDIGO
T20220009075,2022-04-23,11:30:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,710908,1,0,0,1,0,1,1,5,Not at intersection,3,60,Local Road,144.259714,-36.791253,20220423,BENDIGO
T20220009135,2022-04-23,10:30:00,2,Struck Pedestrian,6,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,774256,1,0,0,2,1,3,2,5,Not at intersection,3,60,Arterial Highway,144.288587,-36.75236,20220423,BENDIGO
T20220009271,2022-04-26,10:25:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,51509,2,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Highway,144.254834,-36.719392,20220426,BENDIGO
T20220009320,2022-04-26,15:44:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,710661,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,144.309244,-36.725823,20220426,BENDIGO
T20220009418,2022-04-27,19:35:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,51728,2,0,0,1,3,4,1,1,Cross intersection,3,60,Arterial Highway,144.243898,-36.796822,20220427,BENDIGO
T20220009414,2022-04-27,18:58:00,4,Collision with a fixed object,3,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,719304,1,0,0,1,1,2,1,2,T intersection,3,60,Local Road,144.329096,-36.703952,20220427,BENDIGO
T20220011374,2022-04-27,06:10:00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL,5,720855,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,144.360006,-36.687579,20220427,BENDIGO
T20220009361,2022-04-27,05:00:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,710777,1,0,1,0,0,1,1,5,Not at intersection,2,100,,144.304259,-36.798445,20220427,BENDIGO
T20220009458,2022-04-28,12:10:00,1,Collision with vehicle,4,Thursday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY),1,51700,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.250247,-36.779793,20220428,BENDIGO
T20220009559,2022-04-29,12:52:00,4,Collision with a fixed object,5,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,781599,1,1,0,0,0,1,1,5,Not at intersection,1,80,Local Road,144.378659,-36.800693,20220429,BENDIGO
T20220009627,2022-04-30,05:00:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,726317,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other,144.593695,-36.987515,20220430,BENDIGO
T20220009873,2022-05-03,04:33:00,4,Collision with a fixed object,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,3,723134,1,0,1,0,0,1,1,5,Not at intersection,2,50,Arterial Other,144.283882,-36.752268,20220503,BENDIGO
T20220009977,2022-05-04,08:15:00,4,Collision with a fixed object,3,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,781757,1,0,0,1,0,1,2,5,Not at intersection,3,100,,144.150355,-36.867294,20220504,BENDIGO
T20220010109,2022-05-05,15:40:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,774550,3,0,0,1,3,4,1,5,Not at intersection,3,60,Arterial Highway,144.304945,-36.731358,20220505,BENDIGO
T20220010064,2022-05-05,07:40:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,711636,1,0,0,1,1,2,1,5,Not at intersection,3,70,Arterial Highway,144.301379,-36.758561,20220505,BENDIGO
T20220010530,2022-05-10,13:50:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,715570,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,144.305163,-36.773231,20220510,BENDIGO
T20220010810,2022-05-11,14:00:00,4,Collision with a fixed object,3,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,717489,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.27607,-36.677882,20220511,BENDIGO
T20220014098,2022-05-12,15:50:00,1,Collision with vehicle,5,Thursday,140,U TURN,1,59620,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,144.281181,-36.748624,20220512,BENDIGO
T20220010841,2022-05-13,18:30:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,51561,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.258109,-36.746919,20220513,BENDIGO
T20220010876,2022-05-13,08:30:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,780082,2,0,0,1,1,2,2,5,Not at intersection,3,100,Arterial Other,144.174885,-36.811192,20220513,BENDIGO
T20220013057,2022-05-13,18:30:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,715463,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,144.238702,-36.816084,20220513,BENDIGO
T20220011831,2022-05-14,16:30:00,8,No collision and no object struck,6,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,784954,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road,144.259057,-36.827982,20220514,BENDIGO
T20220010891,2022-05-14,15:10:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,717576,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road,144.742796,-36.871456,20220514,BENDIGO
T20220012296,2022-05-15,16:30:00,9,Other accident,1,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,714099,1,0,0,1,0,1,2,5,Not at intersection,3,50,,144.247933,-36.708192,20220515,BENDIGO
T20220013606,2022-05-20,01:00:00,4,Collision with a fixed object,5,Friday,175,OFF END OF ROAD/T-INTERSECTION.,9,715472,1,0,1,0,0,1,2,2,T intersection,2,100,Local Road,144.378674,-36.666205,20220520,BENDIGO
T20220011740,2022-05-23,12:19:00,1,Collision with vehicle,2,Monday,143,ENTERING PARKING,1,35676,2,0,1,0,1,2,1,1,Cross intersection,2,50,Arterial Highway,144.280104,-36.758517,20220523,BENDIGO
T20220011597,2022-05-23,06:50:00,2,Struck Pedestrian,1,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,2,51667,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,144.286174,-36.769304,20220523,BENDIGO
T20220011791,2022-05-24,19:22:00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),3,44648,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,144.274482,-36.764232,20220524,BENDIGO
T20220014950,2022-05-26,18:45:00,1,Collision with vehicle,4,Thursday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.,3,51593,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,144.274076,-36.755246,20220526,BENDIGO
T20220015226,2022-05-26,18:30:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,59452,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.33138,-36.666529,20220526,BENDIGO
T20220011991,2022-05-27,11:20:00,4,Collision with a fixed object,5,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,51624,1,0,0,1,0,1,1,2,T intersection,3,50,Arterial Highway,144.277246,-36.760243,20220527,BENDIGO
T20220012114,2022-05-28,18:15:00,6,Vehicle overturned (no collision),6,Saturday,170,OFF CARRIAGEWAY TO LEFT,5,713458,1,0,0,1,1,2,1,3,Y intersection,3,60,Arterial Other,144.097509,-36.814777,20220528,BENDIGO
T20220012160,2022-05-29,13:50:00,1,Collision with vehicle,0,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59575,2,0,0,1,3,4,1,1,Cross intersection,3,80,Arterial Highway,144.1994,-36.742056,20220529,BENDIGO
T20220012322,2022-05-31,14:00:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,723412,5,0,0,3,4,7,1,1,Cross intersection,3,60,Arterial Highway,144.259217,-36.772223,20220531,BENDIGO
T20220012722,2022-06-05,09:15:00,4,Collision with a fixed object,0,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,781971,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Highway,144.257925,-36.734643,20220605,BENDIGO
T20220012706,2022-06-05,03:30:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,51922,1,0,0,1,0,1,1,1,Cross intersection,3,80,Arterial Other,144.346269,-36.801,20220605,BENDIGO
T20220013001,2022-06-08,18:34:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),5,714826,2,0,1,0,2,3,1,1,Cross intersection,2,60,Local Road,144.293527,-36.718605,20220608,BENDIGO
T20220013152,2022-06-10,19:30:00,1,Collision with vehicle,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,728825,2,0,0,1,0,1,1,5,Not at intersection,3,60,Local Road,144.300568,-36.748994,20220610,BENDIGO
T20220013280,2022-06-11,18:30:00,4,Collision with a fixed object,6,Saturday,175,OFF END OF ROAD/T-INTERSECTION.,5,51921,1,0,1,0,0,1,1,2,T intersection,2,60,Local Road,144.565609,-36.770411,20220611,BENDIGO
T20220013243,2022-06-12,03:32:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,728833,1,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,144.245696,-36.79497,20220612,BENDIGO
T20220013273,2022-06-12,15:10:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51655,2,0,0,2,3,5,1,1,Cross intersection,3,50,Local Road,144.278167,-36.765994,20220612,BENDIGO
T20230003731,2022-06-12,15:30:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,755494,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,144.273879,-36.762546,20220612,BENDIGO
T20220013373,2022-06-13,19:50:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,715390,1,0,1,0,0,1,1,5,Not at intersection,2,100,,144.525367,-36.637365,20220613,BENDIGO
T20220018896,2022-06-13,23:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),9,50483,2,0,0,1,4,5,2,2,T intersection,3,70,Arterial Highway,144.242235,-36.802957,20220613,BENDIGO
T20220013369,2022-06-13,17:55:00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,715465,2,0,0,1,3,4,1,5,Not at intersection,3,100,Arterial Highway,144.239732,-36.832945,20220613,BENDIGO
T20220013464,2022-06-15,06:30:00,4,Collision with a fixed object,4,Wednesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,715466,1,0,0,1,0,1,1,2,T intersection,3,80,Local Road,144.36813,-36.780375,20220615,BENDIGO
T20220013501,2022-06-15,14:45:00,4,Collision with a fixed object,3,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,719217,1,0,1,0,0,1,1,5,Not at intersection,2,50,Arterial Highway,144.706769,-36.920013,20220615,BENDIGO
T20220013604,2022-06-16,16:29:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,715760,2,0,0,2,0,2,1,5,Not at intersection,3,80,Arterial Other,144.338492,-36.792334,20220616,BENDIGO
T20220015294,2022-06-17,21:30:00,4,Collision with a fixed object,5,Friday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,6,774626,1,0,0,1,0,1,2,5,Not at intersection,3,999,,144.302399,-36.804742,20220617,BENDIGO
T20220013708,2022-06-17,18:30:00,2,Struck Pedestrian,5,Friday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,3,715761,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,144.266326,-36.722969,20220617,BENDIGO
T20220013744,2022-06-18,10:00:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,715632,2,0,0,1,3,4,1,5,Not at intersection,3,60,Local Road,144.281019,-36.720182,20220618,BENDIGO
T20220020374,2022-06-19,22:00:00,4,Collision with a fixed object,0,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,6,782231,1,0,0,1,0,1,1,5,Not at intersection,3,60,Local Road,144.26423,-36.792895,20220619,BENDIGO
T20220013839,2022-06-19,13:54:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,171945,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,144.263511,-36.816863,20220619,BENDIGO
